run_id,provider,example_id,locale,copies,earlier_prediction,later_prediction,earlier_confidence,later_confidence,predictions_agree,earlier_request_id,later_request_id,earlier_latency_ms,later_latency_ms,raw_rows,selected_raw_row
0fa1ec36488a,jev,14015,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04ad8947d6884494adb02e561f3,req_01a0d09c7b6f7955b133e70247b6a238,283.46425000199815,157.78291699825786,2155;6255,6255
0fa1ec36488a,jev,14083,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04ad3b47ca3a1569835cb01c1d9,req_01a0d09c786c7620ac06d4dc387d165d,368.6511670020991,301.21637499541976,2108;6208,6208
0fa1ec36488a,jev,14118,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04ad4a2702294e31a054ef63861,req_01a0d09c786d7561a98a4e7556fae0df,235.96141699817963,281.00362500117626,2111;6211,6211
0fa1ec36488a,jev,14126,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04ad3ae7f83b905938966329065,req_01a0d09c787c78e19f33956d0cedb79e,388.08154199796263,305.5642919935053,2103;6203,6203
0fa1ec36488a,jev,14306,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04adbe87a16924afdb07bf0d7de,req_01a0d09c7d2b7598818f1e91af667c15,222.66954100268777,189.1784170002211,2193;6293,6293
0fa1ec36488a,jev,14339,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04ad6d77bc7bf107109a8dad00a,req_01a0d09c7a527819910e1d3e20eecc11,249.96237499726703,115.15266700007487,2136;6236,6236
0fa1ec36488a,jev,14356,en-US,2,general_quirky,general_quirky,0.96,0.97,True,req_01a0d04ad7c77dff942b04bfde4272b8,req_01a0d09c7ac17dcc93630773ca8a281f,175.8324160000484,165.69416700076545,2144;6244,6244
0fa1ec36488a,jev,1440,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04adbea73679333598e62895222,req_01a0d09c7d147647afd7ebc257129e73,267.53412499965634,97.75037499639438,2191;6291,6291
0fa1ec36488a,jev,14509,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04adaa8772f8721921ceb125493,req_01a0d09c7c6978898ecb52483d36c56e,167.97466699790675,173.82916699716588,2177;6277,6277
0fa1ec36488a,jev,14597,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04adaac7c73a2bb2c158fc67a81,req_01a0d09c7c737af3a9d88fe5f0352fb6,129.84562500059837,170.53599999781,2178;6278,6278
0fa1ec36488a,jev,14683,en-US,2,qa_factoid,qa_factoid,0.99,0.99,True,req_01a0d04ad73f7efcab87bdc0249b8aff,req_01a0d09c7a8674c9aa878cd599b1b924,242.40729200028,166.16045799310086,2141;6241,6241
0fa1ec36488a,jev,14787,en-US,2,qa_factoid,qa_factoid,0.98,0.98,True,req_01a0d04adba17ab1bac3e31bef91f26c,req_01a0d09c7d00748f939241f859b0c7df,258.3398329988995,152.05833299842197,2188;6288,6288
0fa1ec36488a,jev,14891,en-US,2,qa_factoid,qa_factoid,0.99,0.99,True,req_01a0d04ada8d7b44872eb3f1ae6bb8af,req_01a0d09c7c5f7f5cb8f68ed3174f87de,103.3095829989179,149.45725000143284,2175;6275,6275
0fa1ec36488a,jev,14958,en-US,2,qa_factoid,qa_factoid,0.67,0.68,True,req_01a0d04ad71a72d2ae7d382fc6bad00d,req_01a0d09c7a847f089764cd4aa3055dac,261.2532500024827,154.9039170058677,2139;6239,6239
0fa1ec36488a,jev,14994,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04ad6187251a5bd2624bab08aa7,req_01a0d09c7a1170a3936e37e42bcef3a5,257.133959003113,125.61400000413414,2129;6229,6229
0fa1ec36488a,jev,15055,en-US,2,qa_factoid,qa_factoid,0.99,0.99,True,req_01a0d04ad7d67c8f8b8455ee29d3aabd,req_01a0d09c7ac17c43b20200b14fa62bb6,320.9846249992552,174.59641599998577,2146;6246,6246
0fa1ec36488a,jev,15094,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04adc8370dd9710d250175f4a73,req_01a0d09c7d7c7dcdae600d921c8f3fab,189.40787500105216,146.9176669997978,2197;6297,6297
0fa1ec36488a,jev,1547,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad9407872af50a956fd3580be,req_01a0d09c7bac74aa904c58015cc09fca,198.8031660002889,91.17291599977762,2160;6260,6260
0fa1ec36488a,jev,1549,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ada7d77d788438fa89a8ed0a3,req_01a0d09c7c5676f383330137811bda9c,301.73487499996554,115.55208400386618,2174;6274,6274
0fa1ec36488a,jev,1722,en-US,2,weather_query,weather_query,0.93,0.96,True,req_01a0d04ad4c87d77aa03b94829957fb1,req_01a0d09c796478fe9146a41ca802e39f,219.95729199989,307.2782079980243,2113;6213,6213
0fa1ec36488a,jev,185,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad6b8790b8db67f4623873b7c,req_01a0d09c7a437365a19412209560849c,134.5439160031674,123.8999999986845,2135;6235,6235
0fa1ec36488a,jev,1866,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad7ce70a3b96f8a069c5576ac,req_01a0d09c7ae075ae867844452695e1e7,184.71766699803993,131.44029199611396,2147;6247,6247
0fa1ec36488a,jev,1933,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad52174d89d06fae7e03e962f,req_01a0d09c796c7bd1a5b8a8fe6cdc1a01,140.988125000149,312.52587500057416,2118;6218,6218
0fa1ec36488a,jev,1995,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad8227af99088be4669775921,req_01a0d09c7b0277349ce6345edda01c38,309.87133300004643,109.27375000028405,2149;6249,6249
0fa1ec36488a,jev,2108,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ada90743593aeeab65f9c86a9,req_01a0d09c7c677b879c646f7817c260ad,253.69024999963585,169.39524999907007,2176;6276,6276
0fa1ec36488a,jev,2178,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad3b572b78f83f27b0f3b12f1,req_01a0d09c78667ec7a8be3d6b559e81ac,497.6816250018601,288.0372500003432,2109;6209,6209
0fa1ec36488a,jev,2408,en-US,2,play_music,play_music,0.92,0.9,True,req_01a0d04ad3b07ebc8a8196c78f6d34bd,req_01a0d09c786a75e2a1073232098c88ce,500.54733299839427,282.5863749967539,2101;6201,6201
0fa1ec36488a,jev,2704,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad90a737c99db8e7e1b4ce619,req_01a0d09c7b6f7a59939c838dffb0aea6,150.2688339969609,162.85716599668376,2158;6258,6258
0fa1ec36488a,jev,3096,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad43e770db0294d9e0050550d,req_01a0d09c786576a58ed7450644139863,527.4447500014503,283.4234580004704,2107;6207,6207
0fa1ec36488a,jev,3400,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad75875c28a5eed1a5435acc8,req_01a0d09c7aa57da09bc2bccdc4131e2f,182.47129100200254,148.93333300278755,2142;6242,6242
0fa1ec36488a,jev,3408,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad7067744adfcda2bba71ffbf,req_01a0d09c7a6070958240190a704baaa0,198.21612499799812,149.7225410057581,2137;6237,6237
0fa1ec36488a,jev,3434,en-US,2,play_music,play_music,0.72,0.76,True,req_01a0d04adb2c7c6ab21974bfe12123d7,req_01a0d09c7ca3746cbb496cd4498d254a,178.87400000108755,140.54737500555348,2182;6282,6282
0fa1ec36488a,jev,3447,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04adca771f39a5a51b6ba4d532c,req_01a0d09c7d8c7eb99463360c1688e749,284.63216699674376,175.01479200291215,2198;6298,6298
0fa1ec36488a,jev,3539,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04adc357ea288d6b82dea5e7f57,req_01a0d09c7d2b78f78380ce2533c229c2,236.61162499774946,89.14908300357638,2194;6294,6294
0fa1ec36488a,jev,3911,en-US,2,play_music,play_music,0.92,0.92,True,req_01a0d04ad9e17c9e92fcfc55f1edb16e,req_01a0d09c7bf77571a2868e6208905f27,172.9904580024595,142.6508750009816,2167;6267,6267
0fa1ec36488a,jev,397,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad3be7e8580f58b9d88f52f74,req_01a0d09c78667390a8c8174f9f1ef68f,414.0912920011033,288.61699999833945,2102;6202,6202
0fa1ec36488a,jev,4040,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad5ae7b2994ac7ce430536faa,req_01a0d09c79f8740e98659cc746cd9356,218.0438340001274,103.28570799902081,2125;6225,6225
0fa1ec36488a,jev,407,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad5837b22ba224486b91cb669,req_01a0d09c797c7c83b4a75839fb64e0cb,235.07995800173376,125.125291000586,2123;6223,6223
0fa1ec36488a,jev,4232,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04adb527014a37fa98f5124dbcb,req_01a0d09c7cf47b3485941d09b15cd4e8,220.60133400009363,120.51566699665273,2185;6285,6285
0fa1ec36488a,jev,4313,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad78e7dc99e3aef5c1ccd85e8,req_01a0d09c7abe711c8f7ee443da3406eb,212.31241700297687,176.84170800202992,2143;6243,6243
0fa1ec36488a,jev,4376,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad543739bb2fc4d7dfa0b1777,req_01a0d09c795d74c3882885f19992a3fe,255.76695800191374,224.5942500012461,2119;6219,6219
0fa1ec36488a,jev,4383,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad6497b06ada4c6b5594b0d15,req_01a0d09c7a157db1a8dd564cf4251db9,398.03741699870443,109.71416699612746,2131;6231,6231
0fa1ec36488a,jev,4436,en-US,2,general_quirky,general_quirky,0.5,0.45,True,req_01a0d04ad3c67d06a27462f64a3f0d7f,req_01a0d09c78547e2ea1c151f30cfb84a4,430.6023329991149,280.3559169988148,2106;6206,6206
0fa1ec36488a,jev,4482,en-US,2,weather_query,weather_query,0.99,0.99,True,req_01a0d04ada5576e3bb82b20e98670154,req_01a0d09c7c587df6a70fa0a637808797,238.95858300238615,154.03512500051875,2172;6272,6272
0fa1ec36488a,jev,4587,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad54d71c69bde9eb02ef40ff2,req_01a0d09c7960726b827e2d2632c24ed1,224.98904099848005,248.09533300140174,2120;6220,6220
0fa1ec36488a,jev,473,en-US,2,play_music,play_music,0.73,0.7,True,req_01a0d04ad52171cd9f71da5b0c265c4a,req_01a0d09c79607bd79c691d927ebfc76d,245.98199999672943,245.33208300272236,2117;6217,6217
0fa1ec36488a,jev,491,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad52070d4823052ce68db903b,req_01a0d09c795f7227b1c73d610fe083c7,160.47029100082,172.83191699971212,2116;6216,6216
0fa1ec36488a,jev,4917,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad3a371b699c3967c51049e03,req_01a0d09c786c759a92618828d82d32b3,418.9537909987848,270.8361659970251,2105;6205,6205
0fa1ec36488a,jev,5278,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad8757612a02f118ef42c5cbf,req_01a0d09c7b34713287041ee6bee55432,233.450832998642,125.96020800265251,2153;6253,6253
0fa1ec36488a,jev,5318,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04adb8f7b1ab94b8612469cbca4,req_01a0d09c7cf4772cba97ca110513896a,235.12466700049117,152.74766700167675,2187;6287,6287
0fa1ec36488a,jev,5414,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad3ae7fbd88ce233e95d127d8,req_01a0d09c786b74c1bfa178d63f280234,288.0178330015042,267.85629199730465,2104;6204,6204
0fa1ec36488a,jev,5465,en-US,2,weather_query,weather_query,0.64,0.61,True,req_01a0d04ad6857ee987c659e61b95a1b2,req_01a0d09c7a357fe3a23b124b95ba880d,333.8571669992234,104.71679100010078,2134;6234,6234
0fa1ec36488a,jev,5658,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ada857bf8bfe2a56ea8991006,req_01a0d09c7c577a6b9101c8128eefe99f,223.30487499857554,159.78987500420772,2173;6273,6273
0fa1ec36488a,jev,5721,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad9567f5499238783b358e778,req_01a0d09c7bbe72bd9046ce5e9fb6d037,244.39979100134224,148.2301659998484,2162;6262,6262
0fa1ec36488a,jev,6267,en-US,2,qa_factoid,qa_factoid,0.66,0.61,True,req_01a0d04ad7c278f08e53838c90d1afc7,req_01a0d09c7ac6774ea3a4419885a4e67a,174.15729200001806,131.71491600223817,2145;6245,6245
0fa1ec36488a,jev,6289,en-US,2,weather_query,weather_query,1.0,1.0,True,req_01a0d04ad71d7fbe8ade00d601dfa38b,req_01a0d09c7a887cdc8006eec8a5033b3b,273.8935420020425,123.613124997064,2140;6240,6240
0fa1ec36488a,jev,6295,en-US,2,general_quirky,general_quirky,0.99,0.98,True,req_01a0d04ad82e7cc99a5400cf59a1118c,req_01a0d09c7b1c779285b11b5f3a8be7c1,272.598832998483,160.5958330037538,2151;6251,6251
0fa1ec36488a,jev,6353,en-US,2,general_quirky,general_quirky,0.76,0.78,True,req_01a0d04adb4e78ba86bab41c5aa2c8f1,req_01a0d09c7cfb7e8890d30e4a9df5b15a,238.4717080021801,194.37829199887346,2184;6284,6284
0fa1ec36488a,jev,6385,en-US,2,qa_factoid,qa_factoid,0.95,0.91,True,req_01a0d04ad82c75c1a14dfa75f8bb1b8b,req_01a0d09c7b1774d588670188519247fa,220.58500000275671,189.07220900291577,2150;6250,6250
0fa1ec36488a,jev,6405,en-US,2,qa_factoid,qa_factoid,0.99,0.99,True,req_01a0d04ad99e7e2fb6baed433906e472,req_01a0d09c7bd3726eb86742e84e531855,231.3944999987143,153.37254099722486,2165;6265,6265
0fa1ec36488a,jev,6424,en-US,2,general_quirky,general_quirky,0.99,0.99,True,req_01a0d04adb18785ead93d2d97246eafb,req_01a0d09c7c907e3e8184318a5ae5f515,127.13554199945065,168.938208000327,2181;6281,6281
0fa1ec36488a,jev,6438,en-US,2,general_quirky,general_quirky,0.89,0.89,True,req_01a0d04adb347680b2e6bc456d0f70d3,req_01a0d09c7cc67764b6647f85583ecab6,149.0939579998667,95.2377499997965,2183;6283,6283
0fa1ec36488a,jev,6485,en-US,2,general_quirky,general_quirky,0.96,0.95,True,req_01a0d04ad91f7ddfa243a28ebcb47c45,req_01a0d09c7b727e5f9337c69a60762cec,190.98537500030943,223.1123329984257,2159;6259,6259
0fa1ec36488a,jev,6495,en-US,2,general_quirky,general_quirky,0.67,0.66,True,req_01a0d04ad80e7cbdb7dca2aa338e0675,req_01a0d09c7b057d81b5e02123f137fcb1,273.1440419993305,169.60549999930663,2148;6248,6248
0fa1ec36488a,jev,6720,en-US,2,qa_factoid,qa_factoid,0.97,0.98,True,req_01a0d04ad62a7dcdadc3dcb9715ad9fe,req_01a0d09c7a127d8f9d955b4b01b54d2e,217.2159580004518,155.63358300278196,2130;6230,6230
0fa1ec36488a,jev,6737,en-US,2,calendar_set,calendar_set,0.96,0.97,True,req_01a0d04ad4d67d788a2157f6d1d6c15e,req_01a0d09c79607ef2a5218a177e225728,161.48683299979893,249.7817080002278,2115;6215,6215
0fa1ec36488a,jev,7044,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad6367336bbc35049eee69bec,req_01a0d09c7a287911930e12393784a57f,281.4452919992618,183.21545800426975,2132;6232,6232
0fa1ec36488a,jev,7073,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04adaf4797abd5c408e9494316c,req_01a0d09c7c6c767ba410726143c06b07,182.2958339980687,150.11175000108778,2179;6279,6279
0fa1ec36488a,jev,7152,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad8fb70d398ce2b492d895ffb,req_01a0d09c7b5c75de807bea4a489ce5f0,180.58208300135448,153.57233300164808,2156;6256,6256
0fa1ec36488a,jev,7170,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04adcb079e38f0a7a8efa490259,req_01a0d09c7d8b7ac88ed1da1391454675,158.54783300164854,125.41262499871664,2199;6299,6299
0fa1ec36488a,jev,7697,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad54b7db4b93201ce85089b10,req_01a0d09c796a7914aa75eaf0fdcd2e32,175.48141600127565,265.9486670017941,2121;6221,6221
0fa1ec36488a,jev,779,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad87a7412b51d15da19f5119b,req_01a0d09c7b42797e875cedf9f74a68c8,375.08116599929053,181.49987500510179,2154;6254,6254
0fa1ec36488a,jev,782,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad9ec7d7da4cd0aee722357ec,req_01a0d09c7c17753db171e7e537ed04e8,131.3059579988476,128.5983749985462,2170;6270,6270
0fa1ec36488a,jev,8035,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04adc3e734293b82c70cf1cdd23,req_01a0d09c7d5071f396a2e5e3fc39f5a7,204.6388749986363,143.8747920037713,2195;6295,6295
0fa1ec36488a,jev,8079,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad90c7da1a3b2d2a47941af85,req_01a0d09c7b5e7fc79f9361beb047e71b,220.4454579987214,88.44437500374625,2157;6257,6257
0fa1ec36488a,jev,8245,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad4b67bb995b5bf50d88e3563,req_01a0d09c79627804a0322fd64255a9ed,160.20345899960375,290.17929199471837,2112;6212,6212
0fa1ec36488a,jev,8289,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad9537adcb12ada4a6f38ca86,req_01a0d09c7bba75feb85c2d424e1d6d3d,163.9375420018041,166.64583300007507,2161;6261,6261
0fa1ec36488a,jev,8387,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad5907e5dbbedc148672f4f6e,req_01a0d09c79bf7b71aef62c5b0a2994ee,331.0300829980406,132.4425830025575,2124;6224,6224
0fa1ec36488a,jev,8541,en-US,2,calendar_set,calendar_set,0.77,0.76,True,req_01a0d04ad9a4705d9d45e7fe6b99aff9,req_01a0d09c7bf872e4807b39d921ca8dfa,258.9975839982799,113.87787500279956,2166;6266,6266
0fa1ec36488a,jev,8694,en-US,2,qa_factoid,qa_factoid,0.45,0.44,True,req_01a0d04ad66d796a984f616a0e22dc79,req_01a0d09c7a9871b9b706956856b716d0,289.32766700017964,626.6552079978283,2133;6233,6233
0fa1ec36488a,jev,8730,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad4d97809b367d10166fb2247,req_01a0d09c79627614ba8bf08806afe9ce,163.42699999950128,261.21187500393717,2114;6214,6214
0fa1ec36488a,jev,8967,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad56d70f8a099e71bd3781bb7,req_01a0d09c796476fd9180f532d64d4743,323.90816699989955,207.18087499699323,2122;6222,6222
0fa1ec36488a,jev,8977,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad86175cb888de0a5d4a9aa01,req_01a0d09c7b35788e9cce02d589bf22e7,326.67112499984796,161.9636250034091,2152;6252,6252
0fa1ec36488a,jev,9043,en-US,2,calendar_set,calendar_set,0.68,0.73,True,req_01a0d04adbd875d9b7a9bd4eeae51dc8,req_01a0d09c7d1b74239113ee6eb184aac7,212.27799999905983,120.20791699615074,2192;6292,6292
0fa1ec36488a,jev,9153,en-US,2,calendar_set,calendar_set,1.0,1.0,True,req_01a0d04ad99d7424b2282888be2d21be,req_01a0d09c7bd27ea39819b253e9a6cb31,257.26729099915246,134.5408330016653,2164;6264,6264
0fa1ec36488a,jev,9738,en-US,2,play_music,play_music,1.0,1.0,True,req_01a0d04ad99e7ff1ab222f91ecc1d3b1,req_01a0d09c7bbf71839524397b5845a5a6,221.2172500003362,167.60375000012573,2163;6263,6263
4d19c7f66228,jev,12987,en-US,2,general_quirky,general_quirky,0.93,0.93,True,req_01a0d04ae5267b3a8cd4f99ce1160e45,req_01a0d09ce206747098b1d1eea6970dee,265.06579099805094,222.1352500055218,2280;6480,6480
4d19c7f66228,jev,13067,en-US,2,general_quirky,general_quirky,0.71,0.74,True,req_01a0d04adef477f0b40ffe1625e1ce6a,req_01a0d09cde38780895dfe2f3b35fe664,375.87962500037975,272.01220900315093,2200;6400,6400
4d19c7f66228,jev,13150,en-US,2,general_quirky,general_quirky,0.95,0.96,True,req_01a0d04ae5ef70bca904c1c0b5f34726,req_01a0d09ce2a873468bb9da4aa7480bc3,110.48087499875692,298.2105000046431,2290;6490,6490
4d19c7f66228,jev,13175,en-US,2,qa_factoid,qa_factoid,0.64,0.67,True,req_01a0d04ae0b27dfbad89e09aec7b92f7,req_01a0d09cdf377b62b4efd2739ab156e2,258.57691599958343,106.13612499582814,2227;6427,6427
4d19c7f66228,jev,13297,en-US,2,qa_factoid,qa_factoid,0.91,0.92,True,req_01a0d04ae4827d38b8bfaff6222dd7b3,req_01a0d09ce17e736e85d3099f0ce14c88,235.2195829989796,100.1690829943982,2271;6471,6471
4d19c7f66228,jev,13363,en-US,2,general_quirky,general_quirky,0.66,0.65,True,req_01a0d04ae5a678bd87b039879637046a,req_01a0d09ce2437ac08d7f23cdfceeb4d8,161.85562499958905,141.18158299970673,2286;6486,6486
4d19c7f66228,jev,13451,en-US,2,general_quirky,general_quirky,1.0,1.0,True,req_01a0d04adf6d71aba3e054dc6cc95708,req_01a0d09cde1b73acbcfe42d3cc2e64ba,201.27041599698714,255.59562499984168,2210;6410,6410
4d19c7f66228,jev,13491,en-US,2,qa_factoid,qa_factoid,0.63,0.54,True,req_01a0d04ae5d67fa596f39f539b505702,req_01a0d09ce27b7e02b7ca91b32ad2c36d,180.61829200087232,124.23049999779323,2289;6489,6489
4d19c7f66228,jev,13616,en-US,2,qa_factoid,qa_factoid,0.88,0.89,True,req_01a0d04ae1d47c2185b0b51aba71ae07,req_01a0d09cdfe2704f8f194248e55bbec8,248.30241599920555,110.37641599978087,2238;6438,6438
4d19c7f66228,jev,13681,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04ae0ca773685d7ca7b50013ab7,req_01a0d09cdf757e01a27d0a504726eecf,177.9770829998597,125.2178750000894,2228;6428,6428
4d19c7f66228,jev,13693,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04ae43878cf9cc6486bd9fbddae,req_01a0d09ce15a7e1b8684761a22572caa,241.14837500019348,187.5170409985003,2268;6468,6468
4d19c7f66228,jev,13854,en-US,2,qa_factoid,qa_factoid,0.9400000000000001,0.93,True,req_01a0d04ae0b57391931dd3cf9c48c845,req_01a0d09cdf3b792f97bfc438ca7f0a2c,281.46720899894717,169.1966250000405,2226;6426,6426
4d19c7f66228,jev,1401,en-US,2,general_quirky,general_quirky,1.0,0.99,True,req_01a0d04ae43c7c3492938dc0b235290f,req_01a0d09ce174770083447548e063f7c0,262.5382499973057,157.65475000080187,2269;6469,6469
4d19c7f66228,jev,14011,en-US,2,qa_factoid,qa_factoid,0.95,0.95,True,req_01a0d04ae63d7879824b8508e95b4c05,req_01a0d09ce2f07e54a8d410c25e9e4076,121.63004099784303,225.55945799831534,2296;6496,6496
4d19c7f66228,jev,14015,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04ae3467e0db2cb7c4ca6eaab8e,req_01a0d09ce0d671718a43b25cf8220fc0,100.88795899719116,110.83679200237384,2255;6455,6455
4d19c7f66228,jev,14083,en-US,2,qa_factoid,qa_factoid,1.0,1.0,True,req_01a0d04adf1d79a98d984125d62aa19a,req_01a0d09cde187f58b3d5e94748bd845f,473.5809999983758,210.49966699501965,2208;6408,6408
